Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Value LCU,Value USD
AUS,Australia,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3486540000.0,2564100000.0
AUS,Australia,2004,17-18,Manufacture of paper products and printing,Current prices,7095050000.0,5217900000.0
AUS,Australia,2004,19,Manufacture of coke and refined petroleum products,Current prices,3840480000.0,2824400000.0
AUS,Australia,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,6997150000.0,5145900000.0
AUS,Australia,2004,22,Manufacture of rubber and plastics products,Current prices,4064030000.0,2988800000.0
AUS,Australia,2004,23,Manufacture of other non-metallic mineral products,Current prices,3965850000.0,2916600000.0
AUS,Australia,2004,24,Manufacture of basic metals,Current prices,10300940000.0,7575600000.0
AUS,Australia,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,17793440000.0,13085800000.0
AUS,Australia,2004,29-30,Manufacture of transport equipment,Current prices,8886660000.0,6535500000.0
AUS,Australia,2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,20875360000.0,15941800000.0
AUS,Australia,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2668970000.0,2038200000.0
AUS,Australia,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3928810000.0,3000300000.0
AUS,Australia,2005,17-18,Manufacture of paper products and printing,Current prices,7238900000.0,5528100000.0
AUS,Australia,2005,19,Manufacture of coke and refined petroleum products,Current prices,5406160000.0,4128500000.0
AUS,Australia,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,6984340000.0,5333700000.0
AUS,Australia,2005,22,Manufacture of rubber and plastics products,Current prices,4784550000.0,3653800000.0
AUS,Australia,2005,23,Manufacture of other non-metallic mineral products,Current prices,4346400000.0,3319200000.0
AUS,Australia,2005,24,Manufacture of basic metals,Current prices,11277440000.0,8612200000.0
AUS,Australia,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,18876310000.0,14415200000.0
AUS,Australia,2005,29-30,Manufacture of transport equipment,Current prices,9330130000.0,7125100000.0
AUS,Australia,2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,21419810000.0,16129700000.0
AUS,Australia,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2696850000.0,2030800000.0
AUS,Australia,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3894410000.0,2932600000.0
AUS,Australia,2006,17-18,Manufacture of paper products and printing,Current prices,6860180000.0,5165900000.0
AUS,Australia,2006,19,Manufacture of coke and refined petroleum products,Current prices,4752150000.0,3578500000.0
AUS,Australia,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,7396010000.0,5569400000.0
AUS,Australia,2006,22,Manufacture of rubber and plastics products,Current prices,5432070000.0,4090500000.0
AUS,Australia,2006,23,Manufacture of other non-metallic mineral products,Current prices,4247520000.0000005,3198500000.0
AUS,Australia,2006,24,Manufacture of basic metals,Current prices,13713980000.0,10327000000.0
AUS,Australia,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,19924370000.0,15003600000.0
AUS,Australia,2006,29-30,Manufacture of transport equipment,Current prices,9385320000.0,7067400000.0
AUS,Australia,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,20847450000.0,17444500000.0
AUS,Australia,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,3006920000.0,2516100000.0
AUS,Australia,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,4010430000.0,3355800000.0
AUS,Australia,2007,17-18,Manufacture of paper products and printing,Current prices,6661700000.0,5574300000.0
AUS,Australia,2007,19,Manufacture of coke and refined petroleum products,Current prices,5284610000.0,4422000000.0
AUS,Australia,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,7800720000.0,6527400000.0
AUS,Australia,2007,22,Manufacture of rubber and plastics products,Current prices,5451800000.0,4561900000.0
AUS,Australia,2007,23,Manufacture of other non-metallic mineral products,Current prices,4682060000.0,3917800000.0
AUS,Australia,2007,24,Manufacture of basic metals,Current prices,13116520000.0,10975500000.0
AUS,Australia,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,21028380000.0,17595900000.0
AUS,Australia,2007,29-30,Manufacture of transport equipment,Current prices,9455420000.0,7912000000.0
AUS,Australia,2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,22407100000.0,18795100000.0
AUS,Australia,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2950760000.0,2475100000.0
AUS,Australia,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3894010000.0,3266300000.0
AUS,Australia,2008,17-18,Manufacture of paper products and printing,Current prices,7190980000.0,6031800000.0
AUS,Australia,2008,19,Manufacture of coke and refined petroleum products,Current prices,3888410000.0,3261600000.0
AUS,Australia,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,8646750000.0,7252900000.0
AUS,Australia,2008,22,Manufacture of rubber and plastics products,Current prices,4823670000.0,4046100000.0
AUS,Australia,2008,23,Manufacture of other non-metallic mineral products,Current prices,5151040000.0,4320700000.0
AUS,Australia,2008,24,Manufacture of basic metals,Current prices,11668680000.0,9787700000.0
AUS,Australia,2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,24591890000.0,20627700000.0
AUS,Australia,2008,29-30,Manufacture of transport equipment,Current prices,8937040000.0,7496400000.0
AUS,Australia,2009,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,25125520000.0,19595800000.0
AUS,Australia,2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,3185600000.0,2484500000.0
AUS,Australia,2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,4376750000.0,3413500000.0
AUS,Australia,2009,17-18,Manufacture of paper products and printing,Current prices,7197060000.0,5613100000.0
AUS,Australia,2009,19,Manufacture of coke and refined petroleum products,Current prices,4373800000.0,3411200000.0
AUS,Australia,2009,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,9771310000.0,7620800000.0
AUS,Australia,2009,22,Manufacture of rubber and plastics products,Current prices,5648040000.0,4405000000.0
AUS,Australia,2009,23,Manufacture of other non-metallic mineral products,Current prices,5422510000.0,4229100000.0000005
AUS,Australia,2009,24,Manufacture of basic metals,Current prices,10235590000.0,7982900000.0
AUS,Australia,2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,23619580000.0,18421300000.0
AUS,Australia,2009,29-30,Manufacture of transport equipment,Current prices,9761180000.0,7612900000.0
AUS,Australia,2010,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,21755760000.0,19956500000.0
AUS,Australia,2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2811410000.0,2578900000.0
AUS,Australia,2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3683970000.0,3379300000.0
AUS,Australia,2010,17-18,Manufacture of paper products and printing,Current prices,6404580000.0,5874900000.0
AUS,Australia,2010,19,Manufacture of coke and refined petroleum products,Current prices,4191010000.0,3844400000.0
AUS,Australia,2010,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,8892970000.0,8157500000.0
AUS,Australia,2010,22,Manufacture of rubber and plastics products,Current prices,4578010000.0,4199399999.9999995
AUS,Australia,2010,23,Manufacture of other non-metallic mineral products,Current prices,4839320000.0,4439100000.0
AUS,Australia,2010,24,Manufacture of basic metals,Current prices,8229940000.000001,7549300000.0
AUS,Australia,2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,21049550000.0,19308700000.0
AUS,Australia,2010,29-30,Manufacture of transport equipment,Current prices,8246180000.0,7564200000.0
AUS,Australia,2011,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,23787810000.0,24537100000.0
AUS,Australia,2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2719340000.0,2805000000.0
AUS,Australia,2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3463210000.0,3572300000.0
AUS,Australia,2011,17-18,Manufacture of paper products and printing,Current prices,6057400000.0,6248200000.0
AUS,Australia,2011,19,Manufacture of coke and refined petroleum products,Current prices,5152890000.0,5315200000.0
AUS,Australia,2011,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,9147470000.0,9435600000.0
AUS,Australia,2011,22,Manufacture of rubber and plastics products,Current prices,5051680000.0,5210800000.0
AUS,Australia,2011,23,Manufacture of other non-metallic mineral products,Current prices,5279110000.0,5445400000.0
AUS,Australia,2011,24,Manufacture of basic metals,Current prices,7208440000.0,7435500000.0
AUS,Australia,2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,22841030000.0,23560500000.0
AUS,Australia,2011,29-30,Manufacture of transport equipment,Current prices,8466420000.0,8733100000.0
AUS,Australia,2012,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,26198510000.0,27126200000.0
AUS,Australia,2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2881760000.0,2983800000.0
AUS,Australia,2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3543810000.0,3669300000.0
AUS,Australia,2012,17-18,Manufacture of paper products and printing,Current prices,6260030000.0,6481700000.0
AUS,Australia,2012,19,Manufacture of coke and refined petroleum products,Current prices,5021590000.0,5199400000.0
AUS,Australia,2012,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,9190080000.0,9515500000.0
AUS,Australia,2012,22,Manufacture of rubber and plastics products,Current prices,4756470000.0,4924900000.0
AUS,Australia,2012,23,Manufacture of other non-metallic mineral products,Current prices,5752500000.0,5956200000.0
AUS,Australia,2012,24,Manufacture of basic metals,Current prices,5827840000.0,6034200000.0
AUS,Australia,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,24115190000.0,24969100000.0
AUS,Australia,2012,29-30,Manufacture of transport equipment,Current prices,8865670000.0,9179600000.0
AUS,Australia,2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,27869360000.0,26905000000.0
AUS,Australia,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2733070000.0,2638500000.0
AUS,Australia,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3822050000.0,3689800000.0
AUS,Australia,2013,17-18,Manufacture of paper products and printing,Current prices,6399850000.0,6178400000.0
AUS,Australia,2013,19,Manufacture of coke and refined petroleum products,Current prices,5530570000.0,5339200000.0
AUS,Australia,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,10163380000.0,9811700000.0
AUS,Australia,2013,22,Manufacture of rubber and plastics products,Current prices,4953920000.0,4782500000.0
AUS,Australia,2013,23,Manufacture of other non-metallic mineral products,Current prices,6054810000.0,5845300000.0
AUS,Australia,2013,24,Manufacture of basic metals,Current prices,6013280000.0,5805200000.0
AUS,Australia,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,24535080000.0,23686100000.0
AUS,Australia,2013,29-30,Manufacture of transport equipment,Current prices,7994740000.0,7718100000.0
