Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Method,Value LCU (million national currency),Value USD (million USD)
,European Union (28 countries),2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,84186.7
,European Union (28 countries),2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,34520
,European Union (28 countries),2000,17-18,Manufacture of paper products and printing,Current prices,Source,0,93323.8
,European Union (28 countries),2000,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,37139.9
,European Union (28 countries),2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,186998.2
,European Union (28 countries),2000,22,Manufacture of rubber and plastics products,Current prices,Source,0,73489.2
,European Union (28 countries),2000,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,71005.1
,European Union (28 countries),2000,24,Manufacture of basic metals,Current prices,Source,0,64937.6
,European Union (28 countries),2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,469887.41
,European Union (28 countries),2000,29-30,Manufacture of transport equipment,Current prices,Source,0,184440.8
,European Union (28 countries),2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,187966.5
,European Union (28 countries),2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,82402.6
,European Union (28 countries),2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,33895.9
,European Union (28 countries),2001,17-18,Manufacture of paper products and printing,Current prices,Source,0,90868.3
,European Union (28 countries),2001,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,35890.3
,European Union (28 countries),2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,187886.7
,European Union (28 countries),2001,22,Manufacture of rubber and plastics products,Current prices,Source,0,73345.4
,European Union (28 countries),2001,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,69410.4
,European Union (28 countries),2001,24,Manufacture of basic metals,Current prices,Source,0,61788.2
,European Union (28 countries),2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,453152.41
,European Union (28 countries),2001,29-30,Manufacture of transport equipment,Current prices,Source,0,188116.5
,European Union (28 countries),2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,206420.09
,European Union (28 countries),2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,84952.6
,European Union (28 countries),2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,35486.6
,European Union (28 countries),2002,17-18,Manufacture of paper products and printing,Current prices,Source,0,95087.1
,European Union (28 countries),2002,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,32971.7
,European Union (28 countries),2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,206654.8
,European Union (28 countries),2002,22,Manufacture of rubber and plastics products,Current prices,Source,0,79129.1
,European Union (28 countries),2002,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,74655.3
,European Union (28 countries),2002,24,Manufacture of basic metals,Current prices,Source,0,62796.7
,European Union (28 countries),2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,478274.5
,European Union (28 countries),2002,29-30,Manufacture of transport equipment,Current prices,Source,0,201846.2
,European Union (28 countries),2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,248516
,European Union (28 countries),2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,96662.5
,European Union (28 countries),2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,42387.8
,European Union (28 countries),2003,17-18,Manufacture of paper products and printing,Current prices,Source,0,107680.8
,European Union (28 countries),2003,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,43161.9
,European Union (28 countries),2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,241228.09
,European Union (28 countries),2003,22,Manufacture of rubber and plastics products,Current prices,Source,0,94172.4
,European Union (28 countries),2003,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,87522.9
,European Union (28 countries),2003,24,Manufacture of basic metals,Current prices,Source,0,75793.4
,European Union (28 countries),2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,567941.12
,European Union (28 countries),2003,29-30,Manufacture of transport equipment,Current prices,Source,0,245584.5
,European Union (28 countries),2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,282006.31
,European Union (28 countries),2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,102858.4
,European Union (28 countries),2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,48620.4
,European Union (28 countries),2004,17-18,Manufacture of paper products and printing,Current prices,Source,0,119754.1
,European Union (28 countries),2004,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,58615.9
,European Union (28 countries),2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,267775.09
,European Union (28 countries),2004,22,Manufacture of rubber and plastics products,Current prices,Source,0,106466.8
,European Union (28 countries),2004,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,98411.4
,European Union (28 countries),2004,24,Manufacture of basic metals,Current prices,Source,0,93062.7
,European Union (28 countries),2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,653012.12
,European Union (28 countries),2004,29-30,Manufacture of transport equipment,Current prices,Source,0,275149.31
,European Union (28 countries),2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,293876.41
,European Union (28 countries),2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,99839.6
,European Union (28 countries),2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,49225.8
,European Union (28 countries),2005,17-18,Manufacture of paper products and printing,Current prices,Source,0,120196.8
,European Union (28 countries),2005,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,64353.4
,European Union (28 countries),2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,280359.91
,European Union (28 countries),2005,22,Manufacture of rubber and plastics products,Current prices,Source,0,107698
,European Union (28 countries),2005,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,101675.7
,European Union (28 countries),2005,24,Manufacture of basic metals,Current prices,Source,0,100073.7
,European Union (28 countries),2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,669826.5
,European Union (28 countries),2005,29-30,Manufacture of transport equipment,Current prices,Source,0,279749
,European Union (28 countries),2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,310749
,European Union (28 countries),2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,101808.2
